Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
5233,Holy Spirit Catholic School (Cranbrook),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.hsstsv.catholic.edu.au,(07) 4779 4255,,(07) 4779 7580,,Hatchett Street,Cranbrook,4814,PO Box 26,Aitkenvale,,4814,North Queensland,Herbert,Mundingburra,Townsville (C),Cranbrook,318021472,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.755653,-19.302168
8742,Holy Spirit College (Cooktown),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.holyspiritcollege.qld.edu.au,(07) 4053 4550,,,,Cnr Hope and Burkitt Streets,Cooktown,4895,PO Box 591,Manunda,,4870,Far North Queensland,Leichhardt,Cook,Cook (S),Cape York,315011396,Remote Australia,,,,0.00,,,Non-State,Catholic,145.248444,-15.482536
A835,Holy Spirit College (Fitzgibbon),Non-State School,Open,,,Year 7,Year 7,Principal,,,www.holyspiritfitzgibbon.qld.edu.au,(07) 3375 8500,,,,441 Beams Road,Fitzgibbon,4018,441 Beams Road,Fitzgibbon,,4018,Metropolitan,Petrie,Sandgate,Brisbane (C),Taigum - Fitzgibbon,302041045,Major Cities of Australia,,,,,,,Non-State,Catholic,153.033370,-27.347790
0374,Holy Spirit College (Mount Pleasant),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.hsc.qld.edu.au,(07) 4942 2088,N,(07) 4942 1154,,Baxter Drive,Mount Pleasant,4740,PO Box 8070,Mount Pleasant,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Mount Pleasant - Glenella,312021348,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.157496,-21.110374
5013,Holy Spirit School (Bray Park),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.holyspiritbraypark.qld.edu.au,(07) 3205 3955,N,(07) 3205 5315,,102 Sparkes Road,Bray Park,4500,PO Box 176,Strathpine,,4500,North Coast,Dickson,Pine Rivers,Moreton Bay (R),Bray Park,314031391,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.970934,-27.293943
5012,Holy Spirit School (New Farm),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.holyspiritnewfarm.qld.edu.au,(07) 3358 2344,N,(07) 3254 0037,,36 Villiers Street,New Farm,4005,36 Villiers Street,New Farm,,4005,Metropolitan,Brisbane,McConnel,Brisbane (C),New Farm,305011109,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.045811,-27.465151
5483,Hope Adventist School (North Bundaberg),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.hope.qld.edu.au,(07) 4151 7311,,(07) 4151 8368,,18 Walters Street,North Bundaberg,4670,PO Box 1414,Bundaberg North,,4670,North Coast,Hinkler,Bundaberg,Bundaberg (R),Bundaberg North - Gooburrum,319011497,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.331434,-24.853016
9714,Horizons College of Learning and Enrichment (Caboolture),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.horizonscollege.qld.edu.au,(07) 5428 0104,,,,2 King Street,Caboolture,4510,PO Box 98,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.954193,-27.085624
2373,Hubbard's School (Milton),Non-State School,Open,,,Year 11,Year 12,Principal,,,www.hubbards.qld.edu.au,(07) 3371 5999,,(07) 3371 5999,Level 1,15 Lang Parade,Milton,4064,PO Box 1576,Milton,,4064,Metropolitan,Brisbane,Cooper,Brisbane (C),Paddington - Milton,305041135,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.002410,-27.474466
B014,Humanitas High School (Fortitude Valley),Non-State School,Open,,,Year 7,Year 8,Principal,,,www.humanitashighschool.org.au,0410 365 993,,,,93 Brunswick Street,Fortitude Valley,4006,93 Brunswick Street,Fortitude Valley,,4006,Metropolitan,Brisbane,McConnel,Brisbane (C),Fortitude Valley,305011106,Major Cities of Australia,,,,,,,Non-State,Independent,153.030021,-27.454659
6309,Hymba Yumba Independent School (Springfield),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.hymbayumba.qld.edu.au,(07) 3381 8134,,,,6 Springfield Parkway,Springfield,4300,PO Box 4714,Springfield,,4300,Metropolitan,Oxley,Jordan,Ipswich (C),Springfield,310041303,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.909340,-27.664210
A760,IES College (Spring Hill),Non-State School,Open,,,Year 11,Year 12,Principal,,,www.iescollege.com,(07) 3832 7699,,,,495-499 Boundary Street,Spring Hill,4000,PO Box 989,Spring Hill,,4004,Metropolitan,Brisbane,McConnel,Brisbane (C),Spring Hill,305011111,Major Cities of Australia,,,,,,,Non-State,Independent,153.022110,-27.460390
5424,Ignatius Park College (Cranbrook),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ipc.qld.edu.au,(07) 4796 0222,N,(07) 4796 0200,,368-384 Ross River Road,Cranbrook,4814,PO Box 121,Aitkenvale,,4814,North Queensland,Herbert,Mundingburra,Townsville (C),Cranbrook,318021472,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.757250,-19.299503
5016,Immaculate Heart School (Leichhardt),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.immac-heart.qld.edu.au,(07) 3812 1077,N,(07) 3812 2887,,24 Old Toowoomba Road,Leichhardt,4305,24 Old Toowoomba Road,Leichhardt,,4304,Metropolitan,Blair,Ipswich West,Ipswich (C),Leichhardt - One Mile,310031291,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.738667,-27.628718
5499,Immanuel Lutheran College (Buderim),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.immanuel.qld.edu.au,(07) 5477 3444,N,(07) 5477 3477,,126-142 Wises Road,Buderim,4556,PO Box 5025,Maroochydore BC,,4558,North Coast,Fairfax,Buderim,Sunshine Coast (R),Buderim - North,316011413,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.082393,-26.671023
8578,Inala Flexible Learning Centre (Inala),Non-State School,Open,,,Year 7,Year 12,Principal,,,https://www.ereafsn.edu.au/inala-flc/,0417 795 906,,,,67 Poinsettia Street,Inala,4077,PO Box 1861,Milton,,4064,Metropolitan,Oxley,Inala,Brisbane (C),Inala - Richlands,310011274,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.966550,-27.597860
B103,Indie School Logan,Non-State School,Open,,,Year 9,Year 12,Principal,,,www.indieschool.edu.au,0484 127 830,,,13,59-63 Eastern Road,Browns Plains,4118,13,59 - 63 Eastern Road,,4118,South East,Rankin,Algester,Logan (C),Browns Plains,311031312,Major Cities of Australia,,,,,,,Non-State,Independent,153.048950,-27.666210
5295,Iona College (Lindum),Non-State School,Open,,,Year 5,Year 12,Rector,,,www.iona.qld.edu.au,(07) 3893 8888,,(07) 3893 8800,,85 North Road,Lindum,4178,PO Box 351,Wynnum Central,,4178,Metropolitan,Bonner,Lytton,Brisbane (C),Wynnum West - Hemmant,301031021,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.145659,-27.438460
5479,Ipswich Adventist School (Brassall),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ias.qld.edu.au,(07) 3201 6233,,(07) 3201 4205,,56 Hunter Street,Brassall,4305,56 Hunter Street,Brassall,,4305,Metropolitan,Blair,Ipswich West,Ipswich (C),Brassall,310031283,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.745812,-27.595845
7922,Ipswich Flexible Learning Centre (Ipswich),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ereafsn.edu.au,(07) 3281 2565,,,Milford Place,1 Queen Victoria Parade,Ipswich,4305,PO Box 1861,Milton,,4064,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.766496,-27.615641
5513,Ipswich Girls' Grammar School including Ipswich Junior Grammar School (East Ipswich),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.iggs.qld.edu.au,(07) 3454 4447,,(07) 3454 4483,,Cnr Queen Victoria Parade & Chermside Road,East Ipswich,4305,PO Box 16,Ipswich,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.771246,-27.614163
5514,Ipswich Grammar School (Ipswich),Non-State School,Open,,,Prep Year,Year 12,Headmaster,,,www.ipswichgrammar.com,(07) 3813 9600,,(07) 3280 1311,,Darling Street,Ipswich,4305,Locked Bag 6000,North Ipswich,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - Central,310031286,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.752428,-27.614138
A739,IQRA College of Brisbane (Berrinba),Non-State School,Open,,,Prep Year,Year 6,Unknown,,,,,,,,97-109 Bardon Road,Berrinba,4117,97 - 109 Bardon Road,Berrinba,,4117,South East,Rankin,Woodridge,Logan (C),Logan Central,311061331,Major Cities of Australia,,,,,,,Non-State,Independent,153.098650,-27.650670
0091,Islamic College of Brisbane (Karawatha),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.icb.qld.edu.au,(07) 3841 3645,,(07) 3841 4320,,45 Acacia Road,Karawatha,4117,PO Box 1769,Springwood,,4127,Metropolitan,Rankin,Stretton,Brisbane (C),Calamvale - Stretton,303051073,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.093124,-27.618684
A731,Jabiru CC (Zillmere) Non-State School,Non-State School,Open,,,Year 10,Year 12,Unknown,,,,,,,(Entry Via Cambewarra Street),69 Pineapple Street,Zillmere,4034,Po Box 62,Zillmere,,4034,Metropolitan,Lilley,Aspley,Brisbane (C),Zillmere,302041046,Major Cities of Australia,,,,,,,Non-State,Independent,153.033034,-27.355548
5590,John Paul College (Daisy Hill),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.jpc.qld.edu.au,(07) 3826 3333,,(07) 3808 1028,,John Paul Drive,Daisy Hill,4127,John Paul Drive,Daisy Hill,,4127,South East,Rankin,Springwood,Logan (C),Daisy Hill,311061329,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.148456,-27.633606
A623,Josiah College (Carrara),Non-State School,Open,,,Year 2,Year 8,Principal,,,www.josiah.qld.edu.au,(07) 5561 4000,,,,1 Emerald Lakes Drive,Carrara,4211,Locked Bag 5,Nerang,,4211,South East,Moncrieff,Gaven,Gold Coast (C),Carrara,309061246,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.371363,-28.013692
5882,Jubilee Christian College (Atherton),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.jubileecc.qld.edu.au,(07) 4091 4627,,(07) 4091 4507,,52 Grau Street,Atherton,4883,PO Box 1275,Atherton,,4883,Far North Queensland,Kennedy,Hill,Tablelands (R),Atherton,306051166,Outer Regional Australia,,,,0.00,,,Non-State,Independent,145.478804,-17.275378
2263,Jubilee Primary School (Pacific Pines),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.jubileeprimary.qld.edu.au,(07) 5502 8566,N,(07) 5502 8522,,34 Manra Way,Pacific Pines,4211,PO Box 486,Helensvale,,4212,South East,Fadden,Gaven,Gold Coast (C),Pacific Pines - Gaven,309061249,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.315885,-27.927924
9630,Kairos Community College (Deception Bay),Non-State School,Open,,,Year 10,Year 12,Head of School,,,www.kairoscc.org.au,(07) 3204 0277,,(07) 3204 1072,,100-166 Maine Terrace,Deception Bay,4508,PO Box 342,Deception Bay,,4508,North Coast,Petrie,Bancroft,Moreton Bay (R),Deception Bay,313041373,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.026950,-27.192334
2226,Kimberley College (Carbrook),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.kimberleycollege.org,(07) 3209 0300,,(07) 3287 6155,,35-41 Kruger Road,Carbrook,4130,PO Box 3578,Carbrook,,4130,South East,Forde,Macalister,Logan (C),Cornubia - Carbrook,311051324,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.235692,-27.680924
5582,King's Christian College (Reedy Creek),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.kingscollege.qld.edu.au,(07) 5587 7600,N,(07) 5587 7605,,68 Gemvale Road,Reedy Creek,4227,Locked Bag 70,Burleigh MDC,,4220,South East,Mcpherson,Mudgeeraba,Gold Coast (C),Reedy Creek - Andrews,309051245,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.397209,-28.097227
5595,Kingsley College (North Rockhampton),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.kingsley.qld.edu.au,(07) 4921 0580,,(07) 4921 2088,,2 Schoolhouse Street,Berserker,4701,2 Schoolhouse Street,BERSERKER,,4701,Central Queensland,Capricornia,Rockhampton,Rockhampton (R),Berserker,308031205,Inner Regional Australia,,,,0.00,,,Non-State,Independent,150.516419,-23.372351
B041,Kluthuthu Christian College (Napranum - Wa Tyne S),Non-State School,Open,,,Prep Year,Year 6,Principal,,,,,,,,37 Wa Tyne Street,Napranum,4874,37 Wa Tyne Street,Napranum,,4874,Far North Queensland,Leichhardt,Cook,Napranum (S),Cape York,315011396,Very Remote Australia,,,,,,,Non-State,Independent,141.887074,-12.683659
A793,Kutta Mulla Gorinna Special Assistance School (Mackay),Non-State School,Open,,,Year 7,Year 12,Executive Principal,,,www.kmg.qld.edu.au,(07) 4829 4302,,,,133 Alfred Street,Mackay,4740,PO Box 439,Mackay,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Mackay,312021346,Inner Regional Australia,,,,0.00,,,Non-State,Independent,149.185650,-21.146320
0001,Lighthouse Christian School (Norman Gardens),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.lcs.qld.edu.au,(07) 4926 4895,,(07) 4926 2181,,480 Norman Road,Norman Gardens,4701,PO Box 9829,Frenchville,,4701,Central Queensland,Capricornia,Keppel,Rockhampton (R),Norman Gardens,308031213,Inner Regional Australia,,,,0.00,,,Non-State,Independent,150.537562,-23.338700
2331,Living Faith Lutheran Primary School (Murrumba Downs),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.livingfaith.qld.edu.au,(07) 3886 2677,,(07) 3886 2655,,50 Brays Road,Murrumba Downs,4503,50 Brays Rd,Murrumba Downs,,4503,North Coast,Dickson,Murrumba,Moreton Bay (R),Murrumba Downs - Griffin,314021389,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.014948,-27.255824
2417,Livingstone Christian College (Ormeau),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.livingstone.qld.edu.au,(07) 5540 8600,,,,62 Reedmans Road,Ormeau,4208,PO Box 420,Ormeau,,4208,South East,Fadden,Coomera,Gold Coast (C),Ormeau - Yatala,309071255,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.266589,-27.793135
5349,Loreto College Coorparoo (Coorparoo),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.loreto.qld.edu.au,(07) 3394 9999,N,(07) 3847 1254,,415 Cavendish Road,Coorparoo,4151,415 Cavendish Road,Coorparoo,,4151,Metropolitan,Griffith,Greenslopes,Brisbane (C),Coorparoo,303021053,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.063909,-27.509964
5350,Lourdes Hill College (Hawthorne),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.lhc.qld.edu.au,(07) 3399 8888,N,(07) 3899 1007,,86 Hawthorne Road,Hawthorne,4171,86 Hawthorne Road,Hawthorne,,4171,Metropolitan,Griffith,Bulimba,Brisbane (C),Hawthorne,305021116,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.058920,-27.469931
5529,Lutheran Ormeau Rivers District School (Pimpama),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.lords.qld.edu.au,(07) 5540 8888,,(07) 3511 4051,,68 Mirambeena Drive,Pimpama,4209,PO Box 1475,Beenleigh,,4207,South East,Fadden,Coomera,Gold Coast (C),Pimpama,309071257,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.285910,-27.800876
5888,Mackay Christian College (Quarry St - North Mackay),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.mccmky.qld.edu.au,(07) 4963 1100,,(07) 4942 4085,,9 Quarry Street,North Mackay,4740,PO Box 3215,North Mackay,,4740,Central Queensland,Dawson,Mackay,Mackay (R),North Mackay,312021349,Inner Regional Australia,,,,0.00,,,Non-State,Independent,149.182439,-21.115089
8148,MacKillop Catholic College (Mount Peter),Non-State School,Open,,,Prep Year,Year 8,Principal,,,www.mackillopcatholiccollege.qld.edu.au,(07) 4045 5262,,(07) 4051 2859,,"1 Mackillop Road, Cnr Mount Peter Road",Mount Peter,4869,PO Box 1027,Edmonton,,4869,Far North Queensland,Kennedy,Mulgrave,Cairns (R),Gordonvale - Trinity,306021148,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.740498,-17.040303
0098,MacKillop Catholic Primary School (Andergrove),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mnmrok.catholic.edu.au,(07) 4955 3600,,(07) 4955 3611,,20 Nadarmi Drive,Andergrove,4740,20 Nadarmi Drive,Andergrove,,4740,Central Queensland,Dawson,Mackay,Mackay (R),Andergrove - Beaconsfield,312021342,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.185566,-21.081183
5859,Mancel College (Fig Tree Pocket),Non-State School,Open,,,Prep Year,Year 11,Principal,,,www.glenleighden.org.au,(07) 3378 8625,,(07) 3378 8873,,33 Cubberla Street,Fig Tree Pocket,4069,33 Cubberla Street,Fig Tree Pocket,,4069,Metropolitan,Ryan,Maiwar,Brisbane (C),Fig Tree Pocket,304021089,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.963434,-27.527407
5139,Marian Catholic School (Currajong),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.marian.catholic.edu.au,(07) 4759 5888,,(07) 4759 5899,,198 - 208 Hugh Street,Currajong,4812,PO Box 100,Castletown,,4812,North Queensland,Herbert,Townsville,Townsville (C),Gulliver - Currajong - Vincent,318021476,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.781630,-19.277288
A896,"Maridahdi Brisbane Primary School (Wynnum) ",Non-State School,Open,,,Prep Year,Year 5,Unknown,,,www.maridahdi.qld.edu.au,,,,Shop 6,89 Bay Terrace,Wynnum,4178,Shop 6,89 Bay Terrace,,4178,Metropolitan,Bonner,Lytton,Brisbane (C),Wynnum,301031020,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.173240,-27.443500
5524,Maridahdi Early Childhood Community School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.maridahdi.qld.edu.au,(07) 4635 1413,,(07) 4635 1116,,3-7 Bowtell Street,Toowoomba,4350,PO Box 4742,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Rangeville,317011455,Inner Regional Australia,,,,0.00,,,Non-State,Independent,151.981772,-27.583371
0204,Marist College (Emerald),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.maristcollegeemerald.com.au,(07) 4982 3400,N,(07) 4982 3033,,Jeppesen Drive,Emerald,4720,PO Box 81,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Emerald,308011192,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,148.159265,-23.543504
5307,Marist College Ashgrove (Ashgrove),Non-State School,Open,,,Year 5,Year 12,Headmaster,,,www.marash.qld.edu.au,(07) 3858 4555,N,(07) 3858 4502,,142 Frasers Road,Ashgrove,4060,PO Box 82,Ashgrove,,4060,Metropolitan,Brisbane,Ferny Grove,Brisbane (C),Ashgrove,305041132,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.980354,-27.440171
5020,Mary Immaculate Primary School (Annerley),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.maryimmaculate.qld.edu.au,(07) 3848 8965,,(07) 3892 1143,,616 Ipswich Road,Annerley,4103,PO Box 491,Annerley,,4103,Metropolitan,Moreton,Miller,Brisbane (C),Annerley,303021052,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.030331,-27.515906
2493,Mary MacKillop Catholic College (Highfields),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.highfields.catholic.edu.au,(07) 4698 7777,,(07) 4698 7900,,75 Highfields Road,Highfields,4352,Lot 5 Highfields Road,Highfields,,4352,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Highfields,317011450,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.942849,-27.451246
5347,Mary MacKillop College (Nundah),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.mmc.qld.edu.au,(07) 3266 2100,,(07) 3266 2569,,60 Bage Street,Nundah,4012,60 Bage Street,Nundah,,4012,Metropolitan,Lilley,Nudgee,Brisbane (C),Nundah,302031040,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.058481,-27.403843
5381,Marymount College (Burleigh Waters),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.marymount.qld.edu.au,(07) 5586 1000,,(07) 5576 2511,,261-283 Reedy Creek Road,Burleigh Waters,4220,PO Box 2144,Burleigh MDC,,4220,South East,Mcpherson,Burleigh,Gold Coast (C),Burleigh Waters,309011226,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.430422,-28.101546
5115,Marymount Primary School (Burleigh Heads),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mps.qld.edu.au,(07) 5535 1803,,(07) 5535 1819,,261-283 Reedy Creek Road,Burleigh Waters,4220,PO Box 2506,Burleigh MDC,,4220,South East,Mcpherson,Burleigh,Gold Coast (C),Burleigh Waters,309011226,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.429495,-28.101051
A970,Mastery Schools Australia (Varsity Lakes),Non-State School,Open,,,Year 4,Year 10,Director,,,www.masteryschoolsaustralia.org,(07) 5689 3553,,,,1 Bellvue Drive,Varsity Lakes,4227,1 Bellvue Drive,Varsity Lakes,,4227,South East,Mcpherson,Mermaid Beach,Gold Coast (C),Varsity Lakes,309081262,Major Cities of Australia,,,,,,,Non-State,Independent,153.409030,-28.079686
5021,Mater Dei Catholic Primary School (Ashgrove West),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.materdei.qld.edu.au,(07) 3514 4100,,(07) 3366 0395,,7 Lynwood Crescent,Ashgrove West,4060,7 Lynwood Crescent,Ashgrove West,,4060,Metropolitan,Ryan,Cooper,Brisbane (C),Ashgrove,305041132,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.973686,-27.448946
5150,Mater Dei Primary School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mdpstwb.catholic.edu.au,(07) 4637 6100,,(07) 4632 8630,,53 Curzon Street,Toowoomba,4350,53 Curzon Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Toowoomba - East,317011457,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.973852,-27.558959
5455,Matthew Flinders Anglican College (Buderim),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.mfac.edu.au,(07) 5477 3200,,(07) 5445 1703,,Stringybark Road,Buderim,4556,1-47 Stringybark Road,Buderim,,4556,North Coast,Fairfax,Buderim,Sunshine Coast (R),Buderim - South,316011414,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.059226,-26.698811
A900,"Mawarra Independent School (Kybong) ",Non-State School,Open,,,Prep Year,Year 10,Principal,,,,,,,,899 - 967 Old Bruce Highway,Kybong,4570,899 - 967 Old Bruce Highway,Kybong,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie Region,319031514,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.705450,-26.261180
9961,McAuley College (Beaudesert),Non-State School,Open,,,Year 7,Year 11,Principal,,,www.mcauley.qld.edu.au,(07) 5542 3000,,,,30 Oakland Way,Beaudesert,4285,PO Box 36,Beaudesert,,4285,South East,Wright,Scenic Rim,Scenic Rim (R),Beaudesert,311011305,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,153.011894,-27.989797
A847,"Men of Business Academy ",Non-State School,Open,,,Year 11,Year 12,Principal,,,,,,,,5 Nerang Road,Southport,4215,5 Nerang Road,,,4215,South East,Moncrieff,Southport,Gold Coast (C),Southport - North,309091540,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.415580,-27.966550
5412,Mercy College (Mackay),Non-State School,Open,,,Year 7,Year 10,Principal,,,www.mercymackay.qld.edu.au,(07) 4969 4199,,(07) 4969 4189,,2 Penn Street,Mackay,4740,PO Box 5646,Mackay,,4740,Central Queensland,Dawson,Mackay,Mackay (R),South Mackay,312021356,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,149.183164,-21.154898
B027,Ming-De International School Toowoomba (Westbrook),Non-State School,Open,,,Prep Year,Year 4,Principal,,,www.ming-de.qld.edu.au,,,,,48 Althaus Road,Westbrook,4350,48 Althaus Road,Westbrook,,4350,Darling Downs South West,Groom,Condamine,Toowoomba (R),Toowoomba - West,317011458,Inner Regional Australia,,,,,,,Non-State,Independent,151.832232,-27.616497
5533,Montessori International College (Forest Glen),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.montessori.qld.edu.au,(07) 5445 3483,,(07) 5445 3937,,880-932 Maroochydore Road,Forest Glen,4556,PO Box 7309,Sippy Downs,,4556,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Diddillibah - Rosemount,316071546,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.007562,-26.671159
A055,Montessori Noosa (Sunshine Beach),Non-State School,Open,,,Year 1,Year 8,Principal,,,www.montessorinoosa.qld.edu.au,0423 655 519,,,,2 Bicentennial Drive,Sunshine Beach,4567,2 Bicentennial Drive,Sunshine Beach,,4567,North Coast,Wide Bay,Noosa,Noosa (S),Sunshine Beach,316051437,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.099222,-26.405081
2478,"Moreton Bay Boys' College (Manly West) ",Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.mbbc.qld.edu.au,(07) 3906 9444,N,(07) 3906 9400,,258-302 Manly Road,Manly West,4179,PO Box 80,Wynnum,,4178,Metropolitan,Bonner,Lytton,Brisbane (C),Manly West,301031016,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.172426,-27.470726
5551,Moreton Bay College (Manly West),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.mbc.qld.edu.au,(07) 3390 8555,N,(07) 3390 8919,,450 Wondall Road,Manly West,4179,PO Box 84,Wynnum,,4178,Metropolitan,Bonner,Lytton,Brisbane (C),Manly West,301031016,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.150270,-27.469844
5265,Mother of Good Counsel School (Cairns North),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mogc.qld.edu.au,(07) 4053 6133,,(07) 4053 6433,,394 Sheridan Street,Cairns North,4870,PO Box 22N,North Cairns,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Cairns City,306021145,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.755830,-16.899406
