Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
0319,Burnett Heads State School,State School,Open,,,Prep Year,Year 6,Principal,03,26 May 2022,www.burnettheadsss.eq.edu.au,(07) 4130 2333,N,(07) 4130 2300,,Burnett Heads Road,Burnett Heads,4670,PO Box 9008,Burnett Heads,Bundaberg,4670,North Coast,Hinkler,Burnett,Bundaberg (R),Bargara - Burnett Heads,319011493,Inner Regional Australia,2022 February,92.00,,0.00,,75113889207,State,,152.414509,-24.771725
2089,Burnett State College,State High School,Open,,,Year 7,Year 12,Principal,04,08 August 2022,www.burnettsc.eq.edu.au,(07) 4161 3888,N,,,65 Pineapple Street,Gayndah,4625,PO Box 111,Gayndah,,4625,Central Queensland,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,2022 February,193.00,,0.00,,88305760877,State,,151.606321,-25.631898
2145,Burnside State High School,State High School,Open,,,Year 7,Year 12,Principal,07,10 June 2022,www.burnsideshs.eq.edu.au,(07) 5459 7333,N,,,Blaxland Road,Burnside,4560,SCMC Box 5247,Nambour,,4560,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Nambour,316071548,Major Cities of Australia,2022 February,864.00,,0.00,,83970360553,State,,152.947268,-26.630401
1873,Burnside State School,State School,Open,,,Early Childhood,Year 6,Principal,05,10 June 2022,www.burnsidess.eq.edu.au,(07) 5441 0888,N,(07) 5441 0800,,51 Blaxland Road,Burnside,4560,PO Box 5063,SCMC,Nambour,4560,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Nambour,316071548,Major Cities of Australia,2022 February,391.00,,17.00,,76650885705,State,,152.947573,-26.630419
5553,Burpengary Meadows State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.burpengarymeadowsss.eq.edu.au,(07) 3491 4333,N,(07) 3491 4300,,153 Rowley Road,Burpengary,4505,153 Rowley Road,Burpengary,,4505,North Coast,Longman,Morayfield,Moreton Bay (R),Burpengary,313041372,Major Cities of Australia,2022 February,694.00,,0.00,,90229980516,State,,152.938212,-27.159893
0601,Burpengary State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.burpengaryss.eq.edu.au,(07) 3491 0333,N,,,35 Station Road,Burpengary,4505,PO Box 270,Burpengary,,4505,North Coast,Longman,Kurwongbah,Moreton Bay (R),Burpengary,313041372,Major Cities of Australia,2022 February,882.00,,0.00,,20789166753,State,,152.959036,-27.157727
9676,Burpengary State Secondary College,State High School,Open,,,Year 7,Year 12,Principal,07,08 August 2022,www.burpengaryssc.eq.edu.au,(07) 3481 6333,N,,,196 Pitt Road,Burpengary,4505,PO Box 693,Burpengary,,4505,North Coast,Longman,Kurwongbah,Moreton Bay (R),Burpengary,313041372,Major Cities of Australia,2022 February,1122.00,,0.00,,20278920229,State,,152.977393,-27.170609
1129,Burra Burri State School,State School,Open,,,Prep Year,Year 6,Principal,01,20 May 2022,www.burraburriss.eq.edu.au,(07) 4668 8718,N,(07) 4668 8766,,3173 Burra Burri Creek Road,Burra Burri,4413,MS 708,Jandowae,,4410,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,,,,,,78889782654,State,,151.023730,-26.509360
1966,Burrowes State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.burrowesss.eq.edu.au,(07) 3802 3333,N,(07) 3803 4898,,Third Avenue,Marsden,4132,Third Avenue,Marsden,,4132,South East,Rankin,Woodridge,Logan (C),Marsden,311031317,Major Cities of Australia,2022 February,772.00,,0.00,,54826122713,State,,153.089804,-27.676279
1427,Butchers Creek State School,State School,Open,,,Prep Year,Year 6,Principal,01,28 June 2022,www.butcherscreekss.eq.edu.au,(07) 4096 8135,N,(07) 4096 8327,,Cnr Topaz & Gadaloff Roads,Butchers Creek,4885,MS 1575,Malanda,,4885,Far North Queensland,Kennedy,Hill,Tablelands (R),Malanda - Yungaburra,306051169,Outer Regional Australia,2022 February,15.00,,0.00,,92960959409,State,,145.692288,-17.361216
0379,Bwgcolman Community School,Community School,Open,,,Early Childhood,Year 12,Principal,05,04 July 2022,www.bwgcolmancs.eq.edu.au,(07) 4770 0333,N,(07) 4770 0300,,Creek Road,Palm Island,4816,c/- Post Office,Palm Island,,4816,North Queensland,Herbert,Townsville,Palm Island (S),Palm Island,318011466,Remote Australia,2022 February,306.00,,24.00,,64365469498,State,,146.578199,-18.736204
1318,Byfield State School,State School,Open,,,Early Childhood,Year 6,Principal,02,10 June 2022,www.byfieldss.eq.edu.au,(07) 4935 1140,N,(07) 4935 1260,,2233 Byfield Road,Byfield,4703,2233 Byfield Road,Byfield,,4703,Central Queensland,Capricornia,Keppel,Livingstone (S),Rockhampton Region - North,308031219,Outer Regional Australia,2022 February,24.00,,2.00,,73706319645,State,,150.646190,-22.841252
1047,Bymount East State School,State School,Open,,,Prep Year,Year 6,Principal,01,06 May 2022,www.bymounteastss.eq.edu.au,(07) 4623 3767,Y,(07) 4623 3716,,6441 Carnarvon Highway,Bymount,4455,MS 960,Roma,,4455,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma Region,307011177,Remote Australia,2022 February,10.00,,0.00,,40346363408,State,,148.602690,-26.063808
1903,Caboolture East State School,State School,Open,,,Early Childhood,Year 6,Principal,06,08 August 2022,cabooltureeastss.eq.edu.au,(07) 5431 6111,N,(07) 5431 6100,,44 Manley Street,Caboolture,4510,PO Box 1492,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,2022 February,449.00,,94.00,,93293117600,State,,152.960977,-27.077547
3045,Caboolture Special School,Special School,Open,,,Prep Year,Year 6,Principal,07,08 August 2022,www.caboolturespecs.eq.edu.au,(07) 5431 4444,N,(07) 5431 4400,,Torrens Road,Caboolture South,4510,PO Box 108,Morayfield,,4506,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture - South,313021366,Major Cities of Australia,2022 February,120.00,,0.00,,75586516577,State,,152.943823,-27.096752
2066,Caboolture State High School,State High School,Open,,,Year 7,Year 12,Principal,08,08 August 2022,www.cabooltureshs.eq.edu.au,(07) 5498 0111,N,,,Lee Street,Caboolture,4510,Lee Street,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,2022 February,1481.00,,0.00,,22792530028,State,,152.961074,-27.084139
0369,Caboolture State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.caboolturess.eq.edu.au,(07) 5431 4555,N,(07) 5431 4500,,12 George Street,Caboolture,4510,12 George Street,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture,313021365,Major Cities of Australia,2022 February,376.00,,0.00,,39257802739,State,,152.948729,-27.082517
3601,Cairns School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 12,Principal,08,15 July 2022,www.cairnssde.eq.edu.au,(07) 4080 9111,N,(07) 4080 9100,,62 Hoare Street,Manunda,4870,PO Box 7092,Cairns,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Manunda,306021152,Outer Regional Australia,2022 February,4213.00,,0.00,,13053511464,State,,145.750777,-16.923590
2005,Cairns State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,08,15 July 2022,www.cairnsshs.eq.edu.au,(07) 4050 3033,N,,,Cnr Sheridan & Upward Streets,Cairns North,4870,PO Box 5643 MSO,Cairns,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Cairns City,306021145,Outer Regional Australia,2022 February,1585.00,,0.00,,71986954203,State,,145.768025,-16.916645
A029,Cairns State Special School,Special School,Open,,,Prep Year,Year 12,Principal,05,15 July 2022,www.cairnsstatespecs.eq.edu.au,(07) 4036 7444,N,,,Windarra Street,Woree,4868,Windarra Street,Woree,,4868,Far North Queensland,Leichhardt,Mulgrave,Cairns (R),Woree,306021157,Outer Regional Australia,2022 February,104.00,,0.00,,34743797236,State,,145.740200,-16.963100
1522,Cairns West State School,State School,Open,,,Prep Year,Year 6,Principal,06,15 July 2022,www.cairnswestss.eq.edu.au,(07) 4037 9777,N,,,Mayers Street,Manunda,4870,PO Box 97M,Manunda,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Manunda,306021152,Outer Regional Australia,2022 February,595.00,,0.00,,64957433980,State,,145.742280,-16.923690
1699,Calamvale Community College,State School,Open,,,Prep Year,Year 12,Executive Principal,10,10 August 2022,www.calamvalecc.eq.edu.au,(07) 3712 6333,N,(07) 3712 6300,,11 Hamish Street,Calamvale,4116,PO Box 1653,Sunnybank Hills,,4109,Metropolitan,Rankin,Algester,Brisbane (C),Calamvale - Stretton,303051073,Major Cities of Australia,2022 February,2461.00,,0.00,,46523782930,State,,153.042899,-27.625696
3055,Calamvale Special School,Special School,Open,,,Prep Year,Year 12,Principal,07,10 August 2022,www.calamvalespecialschool.eq.edu.au,(07) 3712 5555,N,(07) 3712 5500,,29 Nottingham Road,Calamvale,4116,29 Nottingham Road,Calamvale,,4116,Metropolitan,Rankin,Algester,Brisbane (C),Calamvale - Stretton,303051073,Major Cities of Australia,2022 February,187.00,,0.00,,65242303155,State,,153.044867,-27.630062
1550,Calen District State College,State School,Open,,,Prep Year,Year 12,Principal,04,16 June 2022,www.calendsc.eq.edu.au,(07) 4949 7333,N,,,38 McIntyre Street,Calen,4798,c/- Post Office,Calen,,4798,Central Queensland,Dawson,Whitsunday,Mackay (R),Seaforth - Calen,312021353,Outer Regional Australia,2022 February,201.00,,0.00,,75371345213,State,,148.770455,-20.899303
9790,Calliope State High School,State High School,Open,,,Year 7,Year 10,Principal,05,08 August 2022,www.calliopeshs.eq.edu.au,(07) 4975 9777,N,,,55 Don Cameron Drive,Calliope,4680,Po Box 412,Calliope,,4680,Central Queensland,Flynn,Callide,Gladstone (R),Gladstone Hinterland,308051535,Inner Regional Australia,2022 February,372.00,,0.00,,62404931680,State,,151.214958,-23.999774
0020,Calliope State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.calliopess.eq.edu.au,(07) 4975 8333,N,(07) 4975 6437,,Stirrat Street,Calliope,4680,PO Box 232,Calliope,,4680,Central Queensland,Flynn,Callide,Gladstone (R),Gladstone Hinterland,308051535,Inner Regional Australia,2022 February,622.00,,0.00,,57395070798,State,,151.202922,-24.004837
2116,Caloundra State High School,State High School,Open,,,Year 7,Year 12,Principal,07,27 May 2022,www.caloundrashs.eq.edu.au,(07) 5436 8444,N,,,88 Queen Street,Caloundra,4551,88 Queen Street,Caloundra,,4551,North Coast,Fisher,Caloundra,Sunshine Coast (R),Caloundra - Kings Beach,316021419,Major Cities of Australia,2022 February,1423.00,,0.00,,52664744190,State,,153.125545,-26.793826
0859,Caloundra State School,State School,Open,,,Prep Year,Year 6,Principal,05,27 May 2022,www.caloundrass.eq.edu.au,(07) 5439 4200,N,(07) 5439 4222,,56A Queen Street,Caloundra,4551,56A Queen Street,Caloundra,,4551,North Coast,Fisher,Caloundra,Sunshine Coast (R),Caloundra - Kings Beach,316021419,Major Cities of Australia,2022 February,506.00,,0.00,,90466247553,State,,153.135010,-26.797111
0196,Cambooya State School,State School,Open,,,Prep Year,Year 6,Principal,03,25 March 2022,www.cambooyass.eq.edu.au,(07) 4612 2333,N,,,Harrow Street,Cambooya,4358,Harrow Street,Cambooya,,4358,Darling Downs South West,Groom,Condamine,Toowoomba (R),Cambooya - Wyreema,317011445,Inner Regional Australia,2022 February,150.00,,0.00,,54971454619,State,,151.866872,-27.708783
0483,Cameron Downs State School,State School,Open,,,Early Childhood,Year 6,Principal,01,27 May 2022,www.camerondownsss.eq.edu.au,(07) 4741 7250,N,(07) 4741 7239,Cameron Downs Station,Hughenden-Muttaburra Road,Tangorin,4821,PMB Cameron Downs Station,Hughenden,,4821,North Queensland,Kennedy,Traeger,Flinders (S),Northern Highlands,315021407,Very Remote Australia,2022 February,9.00,,2.00,,23291476501,State,,144.278845,-21.374579
0352,Camira State School,State School,Open,,,Prep Year,Year 6,Principal,05,13 May 2022,www.camirass.eq.edu.au,(07) 3381 4888,N,(07) 3381 4800,,184-202 Old Logan Road,Camira,4300,PO Box 2185,Gailes,,4300,Metropolitan,Oxley,Jordan,Ipswich (C),Camira - Gailes,310041297,Major Cities of Australia,2022 February,691.00,,0.00,,99870757641,State,,152.914644,-27.621316
0714,Camooweal State School,State School,Open,,,Early Childhood,Year 6,Principal,02,17 June 2022,www.camoowealss.eq.edu.au,(07) 4748 2127,N,,,Nowranie Street,Camooweal,4828,PO Box 9,Camooweal,,4828,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa Region,315021406,Very Remote Australia,2022 February,33.00,,6.00,,82487075819,State,,138.120361,-19.918829
1854,Camp Hill State Infants and Primary School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.camphillipss.eq.edu.au,(07) 3900 9333,N,,,676 Old Cleveland Road,Camp Hill,4152,676 Old Cleveland Road,Camp Hill,,4152,Metropolitan,Griffith,Chatsworth,Brisbane (C),Camp Hill,303011047,Major Cities of Australia,2022 February,832.00,,0.00,,33502575403,State,,153.078576,-27.492941
1967,Caningeraba State School,State School,Open,,,Prep Year,Year 6,Principal,06,26 August 2022,www.caningerabass.eq.edu.au,(07) 5568 6333,N,(07) 5568 6300,,Whistler Drive,Burleigh Waters,4220,Whistler Drive,Burleigh Waters,,4220,South East,Mcpherson,Burleigh,Gold Coast (C),Burleigh Waters,309011226,Major Cities of Australia,2022 February,1104.00,,0.00,,19351529936,State,,153.430206,-28.085348
1476,Cannon Hill State School,State School,Open,,,Prep Year,Year 6,Principal,04,10 August 2022,www.cannonhillss.eq.edu.au,(07) 3902 3333,N,(07) 3902 3300,,845 Wynnum Road,Cannon Hill,4170,845 Wynnum Road,Cannon Hill,,4170,Metropolitan,Griffith,Bulimba,Brisbane (C),Cannon Hill,303011048,Major Cities of Australia,2022 February,294.00,,0.00,,54028610736,State,,153.083826,-27.468177
0589,Cannonvale State School,State School,Open,,,Prep Year,Year 6,Principal,06,17 June 2022,www.cannonvaless.eq.edu.au,(07) 4946 2333,N,(07) 4946 2300,,56 Coral Esplanade,Cannonvale,4802,PO Box 117,Cannonvale,,4802,North Queensland,Dawson,Whitsunday,Whitsunday (R),Airlie - Whitsundays,312031359,Outer Regional Australia,2022 February,847.00,,0.00,,47813905327,State,,148.699670,-20.274758
0566,Canungra State School,State School,Open,,,Prep Year,Year 6,Principal,04,08 August 2022,www.canungrass.eq.edu.au,(07) 5541 6111,N,(07) 5541 6100,,Christie Street,Canungra,4275,Christie Street,Canungra,,4275,South East,Wright,Scenic Rim,Scenic Rim (R),Tamborine - Canungra,309041242,Inner Regional Australia,2022 February,377.00,,0.00,,78734036615,State,,153.162365,-28.016911
5534,Capalaba State College,State School,Open,,,Early Childhood,Year 12,Principal,07,08 August 2022,www.capalabasc.eq.edu.au,(07) 3823 9111,N,(07) 3823 9100,,School Road,Capalaba,4157,PO Box 27,Capalaba,,4157,South East,Bowman,Capalaba,Redland (C),Capalaba,301011004,Major Cities of Australia,2022 February,1028.00,,32.00,,80384494511,State,,153.189826,-27.536410
8009,Cape York Aboriginal Australian Academy,State School,Open,,,Prep Year,Year 6,Principal,04,15 July 2022,www.cyaaa.eq.edu.au,(07) 4060 9888,N,(07) 4060 9800,,Cnr Thiele & Poland Streets,Hope Vale,4895," c/- Hope Vale Post Office",Hope Vale via Cooktown,,4895,Far North Queensland,Leichhardt,Cook,Hope Vale (S),Cape York,315011396,Remote Australia,2022 February,170.00,,0.00,,12042763910,State,,145.108091,-15.295258
2182,Capella State High School,State High School,Open,,,Year 7,Year 12,Principal,03,20 May 2022,www.capellashs.eq.edu.au,(07) 4988 7333,N,(07) 4988 7300,,35-45 Gordon Street,Capella,4723,PO Box 195,Capella,,4723,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Remote Australia,2022 February,139.00,,0.00,,52538984330,State,,148.030481,-23.088158
0410,Capella State School,State School,Open,,,Prep Year,Year 6,Principal,03,20 May 2022,www.capellass.eq.edu.au,(07) 4988 7111,N,(07) 4986 4634,,41 Huntley Street,Capella,4723,PO Box 94,Capella,,4723,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Remote Australia,2022 February,166.00,,0.00,,12466713509,State,,148.024701,-23.082625
3612,Capricornia (Emerald Campus) School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 12,Principal,07,01 June 2022,www.capricorniasde.eq.edu.au,(07) 4987 9100,N,(07) 4931 4899,,Cnr Gray & Gladstone Streets,Emerald,4720,PO Box 1616,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Emerald,308011192,Outer Regional Australia,2022 February,5628.00,,0.00,,69227107373,State,,148.152073,-23.532392
0927,Caravonica State School,State School,Open,,,Prep Year,Year 6,Principal,05,15 July 2022,www.caravonicass.eq.edu.au,(07) 4037 4333,N,(07) 4037 4300,,Lot 3 Kamerunga Road,Caravonica,4878,PO Box 198,Smithfield,,4878,Far North Queensland,Leichhardt,Barron River,Cairns (R),Redlynch,306011141,Outer Regional Australia,2022 February,563.00,,0.00,,72533817802,State,,145.695369,-16.852966
0278,Carbrook State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.carbrookss.eq.edu.au,(07) 3209 0888,N,(07) 3209 0800,,Redland Bay Road,Carbrook,4130,Redland Bay Road,Carbrook,,4130,South East,Forde,Macalister,Logan (C),Cornubia - Carbrook,311051324,Major Cities of Australia,2022 February,385.00,,0.00,,63242141001,State,,153.235233,-27.678064
0136,Cardwell State School,State School,Open,,,Prep Year,Year 6,Principal,02,22 July 2022,www.cardwellss.eq.edu.au,(07) 4063 6222,N,,,43 Victoria Street,Cardwell,4849,43 Victoria Street,Cardwell,,4849,Far North Queensland,Kennedy,Hinchinbrook,Cassowary Coast (R),Tully,306031161,Outer Regional Australia,2022 February,83.00,,0.00,,58728201912,State,,146.030850,-18.268797
1552,Carina State School,State School,Open,,,Prep Year,Year 6,Principal,04,10 August 2022,www.carinass.eq.edu.au,(07) 3900 9666,N,,,1413 Creek Road,Carindale,4152,1413 Creek Road,Carina,,4152,Metropolitan,Bonner,Chatsworth,Brisbane (C),Carindale,303011051,Major Cities of Australia,2022 February,314.00,,0.00,,12445257133,State,,153.101859,-27.493301
1806,Carmila State School,State School,Open,,,Early Childhood,Year 6,Principal,02,16 June 2022,www.carmilass.eq.edu.au,(07) 4950 2137,N,,,Carmila West Road,Carmila,4739,Carmila West Road,Carmila,,4739,Central Queensland,Capricornia,Mirani,Isaac (R),Broadsound - Nebo,312011338,Outer Regional Australia,2022 February,26.00,,4.00,,74882731796,State,,149.403581,-21.913583
1044,Carole Park State School,State School,Open,,,Prep Year,Year 6,Principal,03,10 August 2022,www.caroleparkss.eq.edu.au,(07) 3718 5333,N,(07) 3718 5300,,260 Waterford Road,Wacol,4076,PO Box 186,Carole Park,,4300,Metropolitan,Oxley,Inala,Brisbane (C),Wacol,310011276,Major Cities of Australia,2022 February,164.00,,0.00,,11085847929,State,,152.933619,-27.608040
2025,Cavendish Road State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,08,10 August 2022,www.cavendishroadshs.eq.edu.au,(07) 3394 0777,N,(07) 3394 0700,,Cnr Cavendish & Holland Roads,Holland Park,4121,PO Box 156,Holland Park,,4121,Metropolitan,Griffith,Greenslopes,Brisbane (C),Holland Park,303021056,Major Cities of Australia,2022 February,2056.00,,0.00,,79632711527,State,,153.072984,-27.516824
0135,Cawarral State School,State School,Open,,,Prep Year,Year 6,Principal,02,10 June 2022,www.cawarralss.eq.edu.au,(07) 4920 9333,N,(07) 4935 4202,,125 Annie Drive,Cawarral,4702,125 Annie Drive,Cawarral,,4702,Central Queensland,Capricornia,Keppel,Livingstone (S),Rockhampton Region - East,308031218,Inner Regional Australia,2022 February,93.00,,0.00,,64095086919,State,,150.675628,-23.253978
0734,Cecil Plains State School,State School,Open,,,Prep Year,Year 9,Principal,03,25 March 2022,www.cecilplainsss.eq.edu.au,(07) 4660 9333,N,,,Taylor Street,Cecil Plains,4407,PO Box 41,Cecil Plains,,4407,Darling Downs South West,Maranoa,Southern Downs,Toowoomba (R),Millmerran,307021181,Outer Regional Australia,2022 February,54.00,,0.00,,73877484191,State,,151.192818,-27.532321
0160,Cedar Creek State School,State School,Open,,,Prep Year,Year 6,Principal,04,08 August 2022,www.cedarcreekss.eq.edu.au,(07) 5549 7333,N,,,1a Chardon Bridge Road,Cedar Creek,4207,1a Chardon Bridge Road,Cedar Creek,,4207,South East,Forde,Coomera,Gold Coast (C),Upper Coomera - Willow Vale,309071258,Inner Regional Australia,2022 February,295.00,,0.00,,61655809002,State,,153.179275,-27.827597
2121,Centenary Heights State High School,State High School,Open,,,Year 7,Year 12,Principal,08,25 March 2022,www.centheigshs.eq.edu.au,(07) 4636 7500,N,,,60 Ramsay Street,Centenary Heights,4350,60 Ramsay Street,Centenary Heights,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Toowoomba - Central,317011456,Inner Regional Australia,2022 February,1761.00,,0.00,,84306266898,State,,151.963728,-27.579430
1668,Centenary State High School,State High School,Open,,,Year 7,Year 12,Principal,08,10 August 2022,www.centenaryshs.eq.edu.au,(07) 3373 4555,N,,,1 Moolanda Street,Jindalee,4074,PO Box 321,Mount Ommaney,,4074,Metropolitan,Oxley,Mount Ommaney,Brisbane (C),Jindalee - Mount Ommaney,304011081,Major Cities of Australia,2022 February,1720.00,,0.00,,89313963531,State,,152.940337,-27.538682
2282,Chancellor State College,State School,Open,,,Prep Year,Year 12,Executive Principal,10,10 June 2022,www.chancellorsc.eq.edu.au,(07) 5453 3222,N,,Secondary Campus,164 Sippy Downs Drive,Sippy Downs,4556,PO Box 7066,Sippy Downs,,4556,North Coast,Fisher,Buderim,Sunshine Coast (R),Sippy Downs,316011416,Major Cities of Australia,2022 February,3073.00,,0.00,,56536005934,State,,153.068575,-26.714808
1872,Chapel Hill State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.chapelhillss.eq.edu.au,(07) 3871 4888,N,(07) 3871 4800,,Ironbark Road,Chapel Hill,4069,PO Box 533,Kenmore,,4069,Metropolitan,Ryan,Moggill,Brisbane (C),Chapel Hill,304021088,Major Cities of Australia,2022 February,815.00,,0.00,,58995484006,State,,152.944927,-27.499336
3602,Charleville School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 10,Principal,04,13 May 2022,www.charlevillesde.eq.edu.au,(07) 4656 8999,N,,,Parry Street,Charleville,4470,Parry Street,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,2022 February,154.00,,0.00,,41851165089,State,,146.258634,-26.395083
2068,Charleville State High School,State High School,Open,,,Early Childhood,Year 12,Principal,05,13 May 2022,www.charlevilleshs.eq.edu.au,(07) 4656 8888,N,(07) 4656 8800,,Cnr Partridge & Hunter Streets,Charleville,4470,PO Box 314,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,2022 February,244.00,,0.00,,33549074155,State,,146.257420,-26.397435
0185,Charleville State School,State School,Open,,,Early Childhood,Year 6,Principal,03,13 May 2022,www.charlevilless.eq.edu.au,(07) 4656 8222,N,(07) 4656 8200,,Wills Street,Charleville,4470,PO Box 312,Charleville,,4470,Darling Downs South West,Maranoa,Warrego,Murweh (S),Charleville,315031409,Very Remote Australia,2022 February,161.00,,0.00,,89075109488,State,,146.242380,-26.404879
0215,Charters Towers Central State School,State School,Open,,,Early Childhood,Year 6,Principal,03,26 July 2022,www.charterstowerscentralss.eq.edu.au,(07) 4756 2333,N,(07) 4787 2481,,High Street,Charters Towers,4820,PO Box 64,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2022 February,143.00,,1.00,,20660732299,State,,146.263198,-20.080199
3610,Charters Towers School of Distance Education,School of Distance Education,Open,,,Prep Year,Year 12,Principal,07,26 July 2022,www.charterstowerssde.eq.edu.au,(07) 4754 6888,N,(07) 4754 6800,,15-23 Brisk Street,Millchester,4820,PO Box 685,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2022 February,2843.00,,0.00,,85860181354,State,,146.268249,-20.089473
2006,Charters Towers State High School,State High School,Open,,,Year 7,Year 12,Principal,05,26 July 2022,www.charterstowersshs.eq.edu.au,(07) 4754 6555,N,,,97-113 Towers Street,Charters Towers,4820,PO Box 234,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2022 February,416.00,,0.00,,40494430479,State,,146.258473,-20.080196
1924,Chatswood Hills State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.chatswoodhillsss.eq.edu.au,(07) 3489 2222,N,(07) 3489 2200,,Raleigh Street,Springwood,4127,PO Box 330,Springwood,,4127,South East,Rankin,Springwood,Logan (C),Springwood,311061334,Major Cities of Australia,2022 February,585.00,,0.00,,97913893118,State,,153.137454,-27.628184
0915,Chatsworth State School,State School,Open,,,Prep Year,Year 6,Principal,04,13 May 2022,www.chatsworthss.eq.edu.au,(07) 5481 3777,N,(07) 5481 3700,,15 Rammutt Road,Chatsworth,4570,15 Rammutt Road,Chatsworth,,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie Region,319031514,Inner Regional Australia,2022 February,269.00,,0.00,,66158665783,State,,152.615491,-26.142811
0677,Chelona State School,State School,Open,,,Prep Year,Year 6,Principal,02,16 June 2022,www.chelonass.eq.edu.au,(07) 4889 7222,N,(07) 48897200,,13 Chelona School Access Road,Chelona,4740,13 Chelona School Access Road,Mackay,,4740,Central Queensland,Capricornia,Mirani,Mackay (R),Walkerston - Eton,312021357,Outer Regional Australia,2022 February,122.00,,0.00,,86176596730,State,,149.145136,-21.260317
0989,Cherbourg State School,State School,Open,,,Early Childhood,Year 6,Principal,04,08 August 2022,www.cherbourgss.eq.edu.au,(07) 4169 9333,N,(07) 4169 9300,,Fisher Street,Cherbourg,4605,PO Box 158,Murgon,,4605,Darling Downs South West,Wide Bay,Nanango,Cherbourg (S),Kingaroy Region - North,319021506,Inner Regional Australia,2022 February,156.00,,23.00,,72736771780,State,,151.955152,-26.292991
1722,Chevallum State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 June 2022,www.chevallumss.eq.edu.au,(07) 5453 2333,N,,,460 Chevallum Road,Chevallum,4555,460 Chevallum Road,Chevallum,,4555,North Coast,Fisher,Nicklin,Sunshine Coast (R),Palmwoods,316061444,Inner Regional Australia,2022 February,450.00,,0.00,,79897056237,State,,152.999357,-26.698439
0568,Childers State School,State School,Open,,,Early Childhood,Year 6,Principal,04,26 May 2022,www.childersss.eq.edu.au,(07) 4192 1333,N,(07) 4192 1300,,Mungomery Street,Childers,4660,Mungomery Street,Childers,,4660,North Coast,Hinkler,Burnett,Bundaberg (R),Bundaberg Region - South,319011499,Inner Regional Australia,2022 February,268.00,,0.00,,98244936737,State,,152.280341,-25.231175
